text,label
"Ida Lupino (Londres, 1918ko otsailaren 4a – Los Angeles, 1995eko abuztuaren 3a) Ingalaterran jaiotako aktore eta zinema zuzendaria izan zen. Berrogeita hemeretzi filmetan hartu zuen parte eta zazpi zuzendu zituen; emakumeen artean aitzindaria izan zen zuzendaritza lanetan. Telebistan ere aritu zen eta hainbat lanetarako gidoiak ere osatu zituen.",wiki
"Ida Noddack, edo jaiotzez Eva Tacke, Wesele, Alemaniako herri batean jaio zen. 1896tik 1978arte bizi izan zen. 1921ean bere kimika tesia aurkeztu zuen. Bi urte beranduago, Berlin AEG (Berlineko enpresa bat) turbin enpresan bere lehenengo lana lortu zuen, Alemaniako industrian lehenengo emakumea izan zelako. Hala ere, Idak zientzian jardutea erabaki zuen. Berlineko laborategi batean lan egiten hasi zen. Laborategiko zuzendaria Walter Noddack (1893-1960) zen. 
Bere senarra Walter Noddack zen, eta 1926an ezkondu ziren, eta Idakek bere senarraren abizena jarri zuen. Hori zen, emakumeak beraien senarren izena hartzen zutelako.
Kimikaria eta fisikaria izateko ikasi zuen, eta horrela izan zen. Hiru aldiz nominatu zuten Nobel saria jasotzeko. 1931an Alemaniako kimika elkarte batek saritu egin zuen eta 1934. urtean berak eta bere senarrak kimika elkarte batengatik jaso zuten saria. 
Idak fisio nuklearra aipatu zuen lehen zientzialaria izan zen.",txiki
"Ida Noddack (Lackhausen, Alemaniar Inperioa, 1896ko otsailaren 25a - Bad-Neuenahr-Ahrweiler, Mendebaldeko Alemania, 1978ko irailaren 24a), bere ezkongabe izena Eva Tacke izanez, alemaniar kimikari eta fisikaria izan zen. Fisio nuklearra aipatu zuen lehen zientzialaria izan zen 1934ean. Bere senar Walter Noddack-ekin batera Renio elementua aurkitu zuen, 75 zenbaki atomikoa. Hiru aldiz izendatua izan zen Kimikako Nobel Sarira.",wiki
Igor Zubeldia  Erreala izeneko futbol talde batean jolasten duen jokalari profesional bat da. Azkoitian jaio zen eta bere ekipoko estadioa Donostian dago.,txiki
"Igor Zubeldia Elortza (Azkoitia, Gipuzkoa, 1997ko martxoaren 30a) futbolaria da. Erdilari edo erdiko atzelari moduan jokatzen du Errealean.",wiki
"Inbee Park Seul-en, Hego Korean, 1988ko Uztailaren 12an jaio zen. Golfista profesionala da. Munduko emakumezkoen golf rankingean lau aldiz izan da lehenengoa, 2013an, 2014an, 2015an eta 2018an.",txiki
"Bo-Gyung Ko, ezagunagoa Lydia Ko izenaz, (Seul, Hego Korea, 1997ko apirilaren 24a) Hego Korean jaiotako zeelandaberritar golflaria da. Emakumezkoen Munduko Golf Sailkapeneko lehen postuan egon zen 2015eko otsailaren 2tik ekainaren 14ra eta 2015eko urriaren 26tik 2017ko ekainaren 11ra.",wiki
"Inge Lehmann sismologo daniarra izan zen. Kopenhagen jaio zen, 1888ko maiatzaren 13an eta ibidem, hil zen 1993ko otsailaren 21an. Lurrikaren magnitudeak aztertu zituen eta Lurraren barne-nukleoa eta kanpo-nukleoa bereizi zituen. Bien arteko mugari Lehmann etenunea esaten zaio.
Inge Lehamann Alfred Georg Ludvig Lehmann psikologo esperimentalaren alaba zen. Hanna Adler-ek zuzendutako eskola pedagogiko aurrerakoira joan zen, bertan, neskak eta mutilak gai berdinak ikasten zituzten. Adler Niels Bohr-en izeba zen. Eskola amaitu ondoren, bere osasun-egoera txarragatik eten batzuk izan zituen. Hobetu zenean, Kopenhagen eta Cambridgen matematikak ikasi zuen. Urte batzuk pasa ondoren, Niels Erik Nørlunden geodesia laguntzaile izan zen eta honek Danimarka eta Groenlandiako behatoki sismologikoak sortzeko agindu zion.",txiki
"Inge Lehmann (Kopenhage, 1888ko maiatzaren 13a - ibidem, 1993ko otsailaren 21a) sismologo daniarra izan zen. Lurrikaren magnitudeak eta hauen ondorioen inguruko lehenengo probak egin zituen eta Lurraren barne-nukleoa eta kanpo-nukleoa bereizi zituen. Bien arteko mugari Lehmann etenunea esaten  zaio.",wiki
"Iqbal Masih (1983-1995) ume pakistandar bat izan zen, haurren esplotazioaren aurka borrokatu zena.",txiki
"Iqbal Masih (urduz: اقبال مسیح‎) (Muridke, Pakistan, 1982 – Lahore, Pakistan, 1995eko apirilak 16) ume langilea, sindikalista eta aktibista izan zen. Pakistango tapiz lantegietako haur esklaboen askatasunaren ikur bihurtu zen.",wiki
"Irena Selder edonor erreskatatzeko lelopean jaiotako erizain poloniarra zen, edonor erreskatatu nazionalitatea edo erlijioa edozein izanda ere.",txiki
"Irena Stanisława Sendler edo Sendlerowa (Otwock, Varsovia, 1910eko otsailaren 15a - Varsovia, 2008ko maiatzaren 12a), ezizenez Varsoviako Ghettoko Aingerua, II. Mundu Gerran 2.500 bat haur judu salbatzen lagundu zuen erizaina izan zen. Azkenean eman ez bazioten ere, 2007ko Bakearen Nobel Sarirako hautagai izendatu zuten.",wiki
Irina Priválova errusiar atleta ohi bat da.,txiki
"Margarita Anatólievna Ponomariova edo Margarita Khromova, errusieraz Маргарита Анатольевна Пономарёва (Balkhax, Kazakhstango Sobietar Errepublika Sozialista 1993ko ekainaren 19a – San Petersburgo, Errusia, 2021eko irailaren 16a) Kazakhstandar-errusiar atleta izan zen, 4x 400 metro erreleboetan espezializatua. Proba horretan txapeldunordea izan zen 1963ko Munduko Txapelketan.",wiki
"Irene Joliot Curie 1897. urtean jaio zen, irailaren 12an. Parisen, Frantzian jaio zen. Irene 58 urterekin hil egin zen, 1956 eko martxoaren 17an; leuzemiagatik. Bere gurasoak Marie Curie eta Pierre Curie ziren. 1926 urteko urriaren 9 an ezkondu egin zen Frederik Joliot-ekin. Irene fisikaria, kimikaria, zientzialaria, katedraduna, politikaria eta fisikari nuklearra izan zen. Baita ere nobel sari bat irabazi zuen.",txiki
"Irène Joliot-Curie, jaiotzez Irène Curie, (Paris (Frantzia), 1897ko irailaren 12a - Paris (Frantzia), 1956ko martxoaren 17a) frantziar fisikari eta kimikaria izan zen eta, 1935ean, Kimikako Nobel saria lortu zuen.",wiki
"Iñigo Martinez Berriodi (Ondarroa, Bizkaia) 1991ko maiatzaren 17an jaio zen. Euskal Herritar futbolari profesional eskertia da. Oraintxe bertan Athletic-eko jokalari profesionala da eta espainiako selekzioan ere jolastu du. Athletic-en egon baiño lehenago Real Sociedaden egon zen baina 2018-ko urtarrilaren 30etik, ondoren Athletic-eko futbolaria da.",txiki
"Iñigo Martinez Berridi (Ondarroa, Bizkaia, 1991ko maiatzaren 17a) Euskal Herritar futbolari profesional ezkertia da. Barça taldean jokatzen du, erdiko atzelari lanetan. Realaren harrobian aritutako jokalaria da, eta 2011ko abuztuan egin zuen debuta Realaren lehen taldearekin. 2018ko urtarrilaren 30az geroztik Athleticeko jokalari bilakatu zen. 2023ko uztailean Barçarekin sinatu zuen.",wiki
"Ja Morant Estatu Batuetako saskibaloi jokalari ospetsu bat da, eta Gaur egun Memphis Grizzlieseko ekipoan jolasten du NBAn.",txiki
"Temetrius Jamel Morant, Ja Morant izenaz ezagunagoa, (Dalzell (Hego Carolina), 1999ko abuztuaren 10a - ) Estatu Batuetako saskibaloi jokalaria da eta gaur egun, Memphis Grizzlies taldearentzat jolasten du NBAn. Ja Morant 1999ko abuztuaren 10ean jaio zen Dalzell, Hego Carolinan, dagoeneko 21 urte ditu.
2019ko NBAko draftean Memphis Grizzlies taldeak hautatu zuen bigarren postuan. Horrez gain, 2020ko NBAko urteko “Rookie” jokalariaren saria jaso zuen.",wiki
"Jack London idazle estatubatuar bat izan zen. Bere lan literarioetako asko naturan, lurrean eta itsasoan bizitako bere abentura propioetan daude oinarrituta. London da idazle estatubatuarren artean gehien itzuli den autoreetako bat. Haren liburuak 70 hizkuntza baino gehiagotara itzuli dira, euskara barne.",txiki
"Jack London (San Frantzisko, Kalifornia, Ameriketako Estatu Batuak, 1876ko urtarrilaren 12a - Glen Ellen, Kalifornia, Ameriketako Estatu Batuak, 1916ko azaroaren 22a) idazlea, kazetaria eta gizarte ekintzailea izan zen. Letagin zuri eta Oihanaren deia eleberriengatik da ezaguna bereziki.",wiki
"Jacques-Yves Cousteau XX. mendeko itsasgizon eta zientzialari frantses bat zen, itsasoari buruzko ikerketak egin zituena eta liburu eta dokumental ospetsu ugariren egilea. Urpekaritzan aritzeko erabiltzen den ekipo autonomoa asmatu zuen, hau da, aire-bonbona eta arnasgailua dituena.
Cousteau kapitain edo komandantea mundu osoan bihurtu zen ospetsua Calypso izeneko bere itsasontziarekin telebistarako egin zituen dokumentalengatik. Dokumental horiek jende askori ezagutarazi zion itsaspeko mundu ezkutua. Noizbait esan zuen lehenago edo geroago gizakia urpean biziko dela eta han lan egingo duela.",txiki
"Jacques-Yves Cousteau (Saint-André-de-Cubzac, Gironda, 1910eko ekainaren 11 – Paris, 1997ko ekainaren 25a) itsasgizon, militar, esploratzaile, ekologista, dokumentalgile, zientzialari, argazkilari eta ikerlari frantziarra izan zen.",wiki
"Jamie Anderson snowboard kirolaria da, slopestyle eta big air espezialitateetan, munduko onenetako bat eta Joko Olinpikoetan parte hartu izan du. 1990ko irailaren 13an jaio zen eta South Lake Tahoe, Estatu Batuetan (Kalifornian) bizi da.",txiki
"Emakumezkoen estilo askeko jaitsiera 2022ko Neguko Olinpiar Jokoetako snowboardean otsailaren 5 eta 6an jokatu zen Zhangjiakouko Genting eski estazioan. 
Jamie Andersonek aurreko bi estilo askeko jaitsiera probak irabazi zituen Joko Olinpikoetan, 2014an eta 2018an, eta 2022ko Olinpiar Jokoetarako sailkatu zen titulua defendatzeko. Laurie Blouin 2018ko zilarrezko domina eta Enni Rukajärvi brontzezko domina ere Joko Olinpikoetan sailkatu ziren. 2021-22 Snowboardeko Munduko Kopan hiru slopestyle proba baino ez ziren egin Olinpiar Jokoen aurretik. Kokomo Murase zen liderra, Melissa Peperkamp eta Reira Iwabuchi atzetik zituela. Zoi Sadowski-Synnott da 2021eko munduko txapelduna, eta Jamie Anderson eta Tess Coady dira zilarrezko eta brontzezko dominak, hurrenez hurren. Zoi Sadowski-Synnott X Games 2022 sarietako irabazlea ere bada, Jamie Anderson eta Miyabi Onitsukaren aurretik.
Zoi Sadowski-Synnottek urrezko domina irabazi zuen, Zeelanda Berriko lehen pertsona bihurtuz neguko urrezko domina olinpiko bat irabazi zuena. Julia Marino estatubatuarrak eta Tess Coady australiarrak zilarra eta brontzea irabazi zituzten, hurrenez hurren. Marino eta Coadyrentzat lehen domina olinpikoa izan zen.",wiki
"Jane Austen ingelesezko literaturako idazlerik ospetsuenetako bat da, baina baita munduko eta garai guztietako literaturgilerik handienetakoa ere.  XVIII. mendean jaio zen, 1775ean zehazki, eta XIX. mendean hil, 1817an. Beraz, 41 urtez bizi izan zen. 
Oso gazte zelarik hasi zen idazten, 1787 eta 1793 artean familia giroan irakurtzeko moduko idazlanak idatzi zituen. Baina literaturaren historiara igaroko ziren lanak geroago idatziko zituen. Bere lanik entzutetzuenak nobelak dira. Nobela horiek izan zuten arrakastarik esker bere poema batzuk eta eskutitz batzuk ere argitaratu ziren gero.
Austen familia nekazaritza giroko nobleziaren kide zen, errentak kobratzetik bizi zen jendea, eta testuinguru horretan kokatu zituen bere istorio guztiak. Jane Austenen eleberrietan protagonismo handia zeukaten emakume gazteek eta euren ezkontzen inguruan sortzen ziren kezkak eta gatazkatxoak nobelaren mamia izaten zen.  Izan ere, garai haietan, alabak zituzten familien ardura nagusienetako bat zen alabak ""ondo"" ezkontzea. Austenen lanak eragin handia izan du literaturaren historian eta, batez ere, nobela modernoaren garapenean. Horrelako familien giroa ezagutzeko aukera eman zigun Jane Austenek, eta nahiz eta denbora oso luzea igaro den, oraindik ere gustura irakurtzen diren eleberriak dira.",txiki
"Jane Austen (Steventon, Hampshire, 1775eko abenduaren 16a – Winchester, Hampshire, 1817ko uztailaren 18a) idazle britainiar ezaguna da. Itxuraz bizimodu lasaia eta orekatsua eraman zuen. Sense and sensibility eta Harrotasuna eta aurrejuzguak (ingelesez, Pride and Prejudice) ditu lanik ezagunenak.
Bere familia nekazaritza giroko nobleziaren kide zen, errentak kobratzetik bizi zen jendea, eta testuinguru horretan kokatu zituen bere istorio guztiak, beti ere bere protagonistaren ezkontzaz dihardutenak. Bere lanak eragin handia izan du literaturaren historian eta, batez ere, nobela modernoaren garapenean.  
Haren idazlanak behin baino gehiagotan moldatu dituzte zinemarako: tartean, 1940ko Pride and prejudice Robert Z. Leonard-ek zuzendua, 1995ko Sense and sensibilty, Ang Lee-k zuzendua, 2005eko Pride and prejudice Joe Wirgth-ek zuzendua eta 2016an estrainatutako Love & friendship With Stillman-ek zuzendua.",wiki
"Jane Goodall zientzialari, naturalista eta primatologo britainiar bat da, txinpantzeei buruz egindako ikerlanengatik ezaguna. Hainbat urte igaro ditu Afrikako ekialdean, Tanzanian(Gombe) zehazki, txinpanzeak ikertzen; haren lanak oso baliotsuak izan dira txinpantzeak ezagutzeko.",txiki
"Dame Jane Goodall (Londres, 1934ko apirilaren 3a - ) naturalista, aktibista eta primatologo ingelesa da. Bere bizia tximinoen jokabidea ikertzen eman du Afrikan. Etologian doktorea Cambridgeko Unibertsitatean eta honoris causa doktorea munduko 45 unibertsitate baino gehiagotan. Nazioarteko 100 sari baino gehiago lortu ditu,",wiki
Jane Marcet zientzia liburu idazlea izan zen. Londresen jaio eta hil egin zen (1769-1858) 89 urterekin. Jane hamabi anaien artean nagusiena izan zen. Bere gurasoak nazionalitate ezberdina zuten: aita  suitzarra zen eta ama britaniarra.,txiki
"Jane Marcet (Londres, 1769ko urtarrilaren 1a - 1858ko ekainaren 28a) zientzia liburuen idazle eraberritzailea eta dibulgatzailea izan zen.",wiki
"Jasone Osoro Igartua, 1971ko abuztuaren 12an jaio zen, Elgoibarren, Gipuzkoan, San Lorentzo auzoan zehazki. Euskal Herriko idazle ezagunetariko bat da, izan ere, ume eta gazteentzako liburu ospetsu asko idatzi ditu. Literatura munduan egiten du lan.",txiki
"Jasone Osoro Igartua (Elgoibar, Gipuzkoa, 1971ko abuztuaren 12a - ) euskal idazlea da. Informazio Zientzietan lizentziaduna da eta ondoren, Zine Gidoigintzari buruzko gradu-ostekoa egin zuen Bartzelonan. Kazetaria da ikasketaz eta prentsan ez ezik, telebistan ere aritu izan da gidoigile. Literaturari dagokionean, Tentazioak eta Korapiloak ipuin liburuak, Isadora Duncan (estatubatuar dantzariaren biografia) eta Greta zein 12etan bermuta eleberriak idatzi ditu. Gaztetxoentzat Jara, Ezekiel eta Eskularru beltzak bildumak ditu. 2014ko otsailetik 2018ko martxora arte Euskal Idazleen Elkarteko lehendakaria izan zen.",wiki
"Jeannette Pickering Rankin (Montana, Ameriketako Estatu Batuak, 1880ko ekainaren 11 – Kalifornia, Ameriketako Estatu Batuak, 1973ko maiatzaren 18a) politikaria eta emakumeen eskubideen aldeko aktibista izan zen. Kargu federal bat izan zuen lehenengo emakumea izan zen. Lehen emakumea izan zen Ameriketako Estatu Batuetako Ordezkarien Etxerako hautatua izaten. Lehen Mundu Gerra zela eta, bera izan zen bakarrenetakoa, beste 50 legegilerekin batera, 1917an Alemaniari gerra deklaratzearen aurka bozkatu zuena. Bigarren Mundu Gerran ez sartzeko botoa eman zuen bakarra izan zen biltzarrean. Vietnamgo Gerraren aurkako erresistentzia gidatu zuen.

1902an graduatu zen.",txiki
"Jeannette Pickering Rankin (Montana, Ameriketako Estatu Batuak, 1880ko ekainaren 11 – Kalifornia, Ameriketako Estatu Batuak, 1973ko maiatzaren 18a) politikaria eta emakumeen eskubideen aldeko aktibista izan zen. Kargu federal bat izan zuen lehenengo emakumea izan zen. Lehen emakumea izan zen Ameriketako Estatu Batuetako Ordezkarien Etxerako hautatua izaten. Lehen Mundu Gerra zela eta, bera izan zen bakarrenetakoa, beste 50 legegilerekin batera, 1917an Alemaniari gerra deklaratzearen aurka bozkatu zuena. Bigarren Mundu Gerran ez sartzeko botoa eman zuen bakarra izan zen biltzarrean. Vietnamgo Gerraren aurkako erresistentzia gidatu zuen.",wiki
Jennifer Azzi 1968ko abuztuaren 31an jaio zen Tennesseen (Estatu Batuetan) AEBtako saskibaloi entrenatzaile ohia da. Azkena San Frantziskoko Unibertsitateko emakumezkoen taldeko entrenatzailea .,txiki
"Giza eboluzioa prozesu ebolutiboa da primateen historiaren barruan. Homo sapiensa hominidoen familiatik bereizitako espezie gisa agertzea deskribatzen du, tximino handi guztiak barne hartzen dituen prozesua. Prozesu horrek giza bipedismoaren, trebetasunaren eta hizkuntza konplexuaren ezaugarriak mailaz maila garatzea ekarri zuen, baita beste hominino batzuekiko mestizajea ere. Giza eboluzioa ez zen lineala izan, korapilatua baizik. Giza eboluzioaren azterketak hainbat diziplina zientifiko hartzen ditu, hala nola antropologia fisikoa eta ebolutiboa, paleontologia eta genetika.
Primateak beste ugaztun batzuengandik bereizi ziren duela 85 milioi urte inguru, Goi Kretazeoan, eta haien lehen fosilak duela 55 Ma baino gehiago agertu ziren, Paleozenoan. Denboraren poderioz, primateen barruan hainbat klado sortu ziren, tximinoen superfamiliara iritsi zirenak, bertatik hominidoen eta giboien familiak sortu zirelarik, 15 eta 20 milioi urte artean banatu zirenak. Hominido afrikarrak eta asiarrak (orangutanak barne) 14 Ma inguru banatu ziren. Hominidoak (australopitecina eta panina subtribuak barne) gorillini tributik (gorilak) 8-9 Ma artean bereizi ziren; australopitezinoak (gizakien arbaso bipedo desagertuak barne) 4-7 mya dituen Pan generotik (txinpantzeak eta bonoboak) bereizi ziren. Homo generoaren lehen arbaso ezaguna H. habilis izan zen, duela 2 Ma baino gehiago agertu zena; anatomikoki modernoak diren gizakiak, berriz, duela 300.000 urte inguru sortu ziren Afrikan.",wiki
"Jennifer Anne Doudna Washington, Estatu Batuetan 1964ko otsailaren 19an jaio zen, 57 urte ditu gaur egun eta Hilon bizi da gaur egun. Ezkonduta dago, Jamie H.D. Caseekin eta dakien hizkuntza bakarra ingelesa da. Bera biokimikari famatua da ere.",txiki
"Jennifer Anne Doudna (Washington, Estatu Batuak, 1964ko otsailaren 19a) biokimikari estatubatuarra da, Kaliforniako Unibertsitatean Berkeleyn Kimika eta Biologia Zelular eta molekularreko katedraduna.1997az geroztik Howard Hughes Medical Institute-ko (HHMI) ikertzailea da eta 2018tik Gladstone Institutuetako ikertzaile nagusiaren kargua du eta San Frantzisko Kalifornia Unibertsitateko irakaslea ere bada.   2020an Kimikako Nobel Saria jaso zuen ""edizio genetikorako metodo bat garatzeagatik"". Emmanuelle Charpentierrekin partekatutako saria.",wiki
"Jennifer ""Jenni"" Hermoso Fuentes (Madril, 1990eko maiatzaren 9a) espainiar futbolaria da.",txiki
"Jennifer Hermoso Fuentes, ezagunagoa Jeni Hermoso izenaz (Madril, 1990eko maiatzaren 9a) madrildar futbolari profesionala da. Zentrokide edo aurrelari jokatzen du Mexikoko Emakumezkoen MX Ligako Pachucan. 2012tik Nazioartekoa da, Espainiako selekzioarekin, eta selekzioaren goleatzaile historiko handiena da.Hainbat komunikabidek eta kirol-espezialistek Espainiako futboleko jokalari onenetakotzat jotzen dute, eta Champions League irabazi zuen Bartzelona Futbol Klubarekin (2021), zazpi liga-txapelketa irabazi zituen: Bartzelona Futbol Klubarekin (2014, 2015, 2020, 2021, 2022), Madrilgo Rayo Vallecanorekin (2011) eta Atletico Madril (2019) eta bost Erregina Kopa Bartzelonarekin. Frantziako Kopa ere irabazi zuen Paris Saint-Germain  taldearekin. Gainera, bost aldiz irabazi du Espainiako golegile nagusiaren saria. Goleatzaile emankorra izan zen 2020an, eta Bartzelona Futbol Klubeko jokalari historiko nagusia bihurtu zen, Madrileko Sonia Bermúdez Trianoren 123 golak gainditu ondoren. 2021ean Zilarrezko baloia jaso zuen.2023ko abuztuaren 20an 2023ko Emakumezkoen Munduko Futbol Txapelketa irabazi zuen Espainiako Emakumezkoen Futbol Selekzio Absolutuarekin, hiru gol eta 2 pase eginda. Txapelketako Zilarrezko Baloia eskuratu zuen. 
2023ko Emakumezkoen Munduko Futbol Txapelketan Espainiako selekzioaren partaide izan zen Australian eta Zeelanda Berrian. Espainiako emakume futbolariek bere historian lehen aldiz Munduko Txapeldunak izatea lortu zuten finalean Ingalaterrari irabazita.",wiki
"Jeronimo Ipar Amerikako amerindiarren arteko apatxe herriko gerlari txirikahua bat izan zen. Apatxeak Mexiko iparraldean eta gaur egun AEBetako hego-mendebaldea den horretan bizi ziren. Jeronimok bere tribuaren lurraz jabetu nahi zuten kolono eta soldadu mexikar eta estatubatuarren aurka borrokan pasatu zuen bizitzaren zatirik handiena.
Jeronimo 1829ko ekainean jaio zen orduan Mexikoren parte zen Arizonako hego-ekialdeko alderdi batean. 17 urte zituela bere tribuko gerlarien kontseiluko kide bihurtu zen eta apatxeen eta mexikarren arteko borroketan parte hartu zuen. 1858an mexikarrek ama, emaztea eta seme-alabak hil zizkioten. Mendekatu nahirik, Jeronimo are basatiago borrokatu zen. Bere trebetasunak eta kemenak buruzagi bihurtu zuten.
AEBko gobernuak 1874an Jeronimo eta beste 4.000 apatxe Arizonako erreserba batera joatera behartu zituzten. Han sarritan aurkitzen ziren janaririk gabe eta beraien ohitura tradizionalak debekatu egiten zizkieten. Jeronimok eta bere jarraitzaileek erreserba utzi eta 10 urte baino gehiagoz Arizonako kolonoen kontrako eraso bortitzak burutu zituzten. 1886an eman zuen amore eta bera eta bere jarraitzaileak Floridara bidali zituzten preso, gatibu-lanak egitera behartuta. 1894an Oklahomako lurraldean zegoen Fort Sillera eraman zuten. Han hil zen 1909ko otsailaren 17an.",txiki
"Jeronimo —jatorrizko izena, txirikahua hizkuntzaz, Goyaałé, «aharrausi egiten duen hori»— (1829ko ekainaren 16a – 1909ko otsailaren 17a) apatxeen buruzagi izan zen, hau da, Ameriketako jatorrizko herrietako kidea. Jeronimo ezizena mexikarrek jarri eta berak guda izen gisa hartu zuen.",wiki
"Jess Wade, berez, Jessica Alice Feinmann Wade deitzen da. 1988an jaio zen,  Erresuma Batuan (Londres). Bertan egiten du lan, laborategi batean, fisikaria da eta. (Imperial College Londoneko Blackett Laboratory). 2017an Wadek IOM3 Robin Perrin zientzian materialen saria irabazi zuen.",txiki
"Jessica Alice Feinmann Wade (1988, Londres, Erresuma Batua) Imperial College Londoneko Blackett Laboratory laborategiko britainiar fisikaria da. Berak, batik bat, polimeroetan oinarritutako argia emititzen duten diodoak (OLED) ikertzen ditu. Era berean, bere konpromiso publikoagatik esanguratsua da, bera baita STEMeko enbaxadore, bere asmoa zientzia fisikoaren inguruko kultura aldaketa bat sustatu nahi baitu, batez ere fisika emakumeen artean sustatuz. Hala wikipediako ""gender bias on Wikipedia"" proiektuan hartzen du parte, berdintasuna sustatzearren. 2017an Wadek IOM3 Robin Perrin Zientzia Materialen Saria irabazi zuen.",wiki
"Jesse Owens atleta estatubatuar bat izan zen, urrezko lau domina irabazi zituena 1936ko Olinpiar Jokoetan. Momentu hartan, haren lorpenak garrantzitsuak izan ziren, bai harentzat eta baita beste pertsona askorentzat ere. Izan ere, Jokoak Berlinen izan ziren, Alemanian, Adolf Hitler buruzagi nazia boterean zegoelarik; bandera naziek estaltzen zuten kirol-zelaia. Nazien ustez, atleta zuriak ziren onenak, baina Owensek erakutsi zien oker zeudela, bera beltza baitzen.
James Owens Oakville hirian jaio zen (AEB), 1913ko irailaren 12an. Cleveland hirira joan zen geroago bere familiarekin, aukera hobeen bila.
Jessek gazterik lortu zuen ospea atletismoan. 1928an errekorrak ezarri zituen altuera-jauzian eta luzera-jauzian. 1933an, bigarren hezkuntza egiten ari zela, beste hiru marka hautsi zituen. Ondoren, Ohioko Estatuko Unibertsitatera joan zen.
Olinpiar Jokoetan, Owensek urrezko domina lortu zuen luzera-jauzian, 100 eta 200 metroko lasterketan eta 4 x 100 metroko taldekako errelebo-lasterketan. Marka berriak ezarri zituen Olinpiar Jokoetan, eta baita mundu-mailan ere.
Owens 1937an bukatu zuen unibertsitatea, eta Illinoisko Atletismo Batzordearentzat aritu zen lanean. Geroago, gazteen orientaziorako ekintzetan murgildu zen. Borondate oneko bisitak ere egin zituen Asiako herrialdeetara, Estatu Batuetako gobernuarentzat. 1980ko martxoaren 31n hil zen.",txiki
"James Cleveland ""Jesse"" Owens (Oakville, Alabama, 1913ko irailaren 12a - Tucson, Arizona, 1980ko martxoaren 31) atleta estatubatuarra izan zen, lasterketa laburretan eta luzera jauzian espezializatua.
Nazioartean ospe handia lortu zuen, Berlingo Olinpiar Jokoetan lau urrezko domina irabazi zituelako.",wiki
"Jiang Yuyuan 1991ko azaroaren 1ean Liuzhoun, Guangxin jaiotako gimnasta profesional erretiratua da.",txiki
"Jiang Yuyuan (Liuzhou, Txina, 1991ko azaroaren 1 - ) gimnasta artistiko txinatarra da, olinpiar txapelduna 2008ko taldekako lehiaketan, eta munduko txapeldunordea 2007an taldeka eta 2010ean sailkapen nagusian.
2007an Stuttgarten ospatutako Munduko Txapelketan zilarra lortu zuen taldekako lehiaketan, estatubatuarren atzetik geratuz.
2008an Pekinen ospatutako joku olinpikoetan urrezko domina irabazi zuen taldekako lehiaketan, Estatu Batuen eta Errumaniaren aurretik geratuz.
2010ean Rotterdamen ospatutako Munduko Txapelketan zilarrezko domina lortu zuen banakako lehiaketa orokorrean, Aliya Mustafina errusiarraren ondoren eta brontzezkoa taldekako lehiaketan. Errusia eta Estatu Batuen atzetik geratu zen.",wiki
"John Lennon abeslari ingeles bat izan zen, 60ko hamarkadako The Beatles pop taldeko kidea. Taldea banandu ondoren, bakarkako karrera arrakastatsua ere izan zuen, 1980an hil zuten arte.
John Winston Lennon Ingalaterrako Liverpool hirian jaio zen 1940ko urriaren 9an, Bigarren Mundu Gerrako alemaniarren bonba eraso baten erdian. Aitak familia utzi ondoren, bere izeba Mimik hazi zuen. Johnek 17 urte zituenean ama hil zitzaion istripu batean.
Ingalaterrarentzat garai zailak izan ziren gerra sasoia eta gerraostea. Jende asko hil zen eta janaria eta arropa mugatu zituzten. 50eko hamarkada amaieran nerabeek askatasun berri bat aurkitu zuten gerraren tristura eta zoritxarretik kanpo. Haien diskotekak, moda eta musika zituzten. Johni artea eta musika interesatzen zitzaizkion. Hamabost urte zituela Quarrymen izeneko pop talde bat sortu zuen. Liverpoolen arte eskola batera ere joaten zen.",txiki
"John Winston Lennon (Liverpool, Ingalaterra, 1940ko urriaren 9a - New York, Estatu Batuak, 1980ko abenduaren 8a) The Beatles taldeko kantaria eta abesti askoren konpositorea izan zen. The Beatles taldearen sortzaile eta partaide izan zen. Gitarra jotzen zuen eta taldeko kanta gehienak ondu zituen, Paul McCartney-rekin batera. XX. mendeko kantu ezagunenen sortzailea izan zen.",wiki
"Josefa Molera Mayo (Izaba, 1921eko urtarrilaren 23a - Madril, 2011ko iraila) kimikan doktorea eta ikerketa-irakaslea izan zen. Espainiako CSICen lan egin zuen eta geroago Kimikako Nobel saria lortu zuen Cyril Norman Hinshelwood irakaslearekin ikasi zuen.
Gas-likido erako kromatografiaren bidez erreakzio kimikoen analisia egiteko metodologietan aitzindarietako bat izan zen. Ardo eta alkoholdun edarietan erabili zuen metodologia hori, eta patente bat erregistratu zuen geroago metodologia horrekin. Espainiako Kromatografia taldea sortu zuen 1973. urtean.",txiki
